6a6a8e020838b23406c81b19c1d46df6,LGPL-3.0-only
721f23a96ff4161ca3a5f071bbe18108,MIT
7364d1e4653d3584181e9d22d81f275f,CC0-1.0
751419260aa954499f7abaabaa882bbe,GPL-2.0-only
75512892d6f59dddb6d1c7e191957e9c,Zlib
75605e6bdd564791ab698fca65c94a4f,Unlicense
7998cb338f82d15c0eff93b7004d272a,BSD-3-Clause
7f5202f4d44ed15dcd4915f5210417d8,LGPL-2.1-only
7fbc338309ac38fefcd64b04bb903e34,LGPL-2.1-only
80fa7b56a28e8c902e6af194003220a5,BSD-2-Clause
85d8a977ee9d7c5ab4ac03c9b95431c4,MIT-0
88073b6dd8ec00fe09da59e0b6dfded1,BSD-3-Clause
88a4355858a1433fea99fae34a44da88,GPL-2.0-only
8bd23871802951c9ad63855151204c2c,BSD-2-Clause
8c6127b79304a5e0a5756d03c7a58766,MIT
8ca43cbc842c2336e835926c2166c28b,GPL-2.0-only
939cce1ec101726fa754e698ac871622,BSD-3-Clause
94d55d512a9ba36caa9b7df079bae19f,GPL-2.0-only
9ac2e7cff1ddaf48b6eab6028f23ef88,GPL-2.0-only
9f604d8a4f8e74f4f5140845a21b6674,LGPL-2.0-only
a39327c997c20da0937955192d86232d,BSD-3-Clause
a54a1a6a39e7f9dbb4a23a42f5c7fd1c,Apache-2.0
a651bb3d8b1c412632e28823bb432b40,BSD-3-Clause
a6f89e2100d9b6cdffcea4f398e37343,LGPL-2.1-only
ad4e9d34a2e966dfe9837f18de03266d,GFDL-1.1-only
ae6de3dee02712a1e55b280671be53bf,BSD-3-Clause
b234ee4d69f5fce4486a80fdaf4a4263,GPL-2.0-only
b27575459e02221ccef97ec0bfd457ae,Apache-2.0
b278a92d2c1509760384428817710378,MPL-2.0
b376d29a53c9573006b9970709231431,MIT
b5f72aef53d3b2b432702c30b0215666,BSD-3-Clause
b66384e7137e41a9b1904ef4d39703b6,Apache-2.0
bbb461211a33b134d42ed5ee802b37ff,LGPL-2.1-only
bfe1f75d606912a4111c90743d6c7325,MPL-1.1-only
c93c0550bd3173f4504b2cbd8991e50b,GPL-2.0-only
d014fb11a34eb67dc717fdcfc97e60ed,GFDL-1.2-only
d0b68be4a2dc957aaf09144970bc6696,MIT
d0fd9ebda39468b51ff4539c9fbb13a8,BSD-3-Clause
d32239bcb673463ab874e80d47fae504,GPL-3.0-only
d44fdeb607e2d2614db9464dbedd4094,MPL-2.0
d4eb2084b3083d2c275ec52ef4ba9ac1,BSD-3-Clause
d7810fab7487fb0aad327b76f1be7cd7,GPL-2.0-only
d8045f3b8f929c1cb29a1e3fd737b499,LGPL-2.1-only
db979804f025cf55aabec7129cb671ed,LGPL-2.0-only
e020ca655b06c112def28e597ab844f1,GFDL-1.3-only
e659f77bfd9002659e112d0d3d59b2c1,BSD-2-Clause
eb1e647870add0502f8f010b19de32af,AGPL-3.0-or-later
eb723b61539feef013de476e68b5c50a,GPL-2.0-only
ebb5c50ab7cab4baeffba14977030c07,GPL-2.0-only
efe2cb9a35826992b9df68224e3c2628,EPL-1.0
f27defe1e96c2e1ecd4e0c9be8967949,GPL-3.0-only
f90c613c51aa35da4d79dd55fc724ceb,LGPL-3.0-only
fad9b3332be894bab9bc501572864b29,LGPL-2.1-only
fbc093901857fcd118f065f900982c24,LGPL-2.1-only
